Name,LOC,LVL,WGT,AC,HP,MP,AS%,MR,STR,INT,WIS,CON,DEX,DMG,HIT,SKD,SKD%,SPD,SPD%,FHB,HB%,CDR%
Harpoon,Mythic Vendor,21,9,-,-,-,-,-,-,-,-,-,-,-,-,36,3,-,-,-,-,-
Battle Sword,Loures 2F Weapons,26,10,-,-,-750,-,-,-,-,-,-,-,-,-,47,-,-,-,-,-,-
Good Battle Sword,Weaponsmithing,26,10,-,-,-650,-,-,-,-,-,-,-,-,-,51,-,-,-,-,-,-
Grand Battle Sword,Weaponsmithing,26,9,-,-,-500,-,-,-,-,-,-,-,-,-,60,-,-,-,-,-,-
Great Battle Sword,Weaponsmithing,26,9,-,-,-550,-,-,-,-,-,-,-,-,-,55,-,-,-,-,-,-
Good Masquerade,Weaponsmithing,31,14,-,-,-1100,-,-,-,-,-1,-,-,-,-,59,-,-,-,-,-,-
Grand Masquerade,Weaponsmithing,31,14,-,-,-500,-,-,-,-,-1,-,-,-,-,70,-,-,-,-,-,-
Great Masquerade,Weaponsmithing,31,14,-,-,-900,-,-,-,-,-1,-,-,-,-,64,-,-,-,-,-,-
Masquerade,Loures 2F Weapons,31,14,-,-,-1250,-,-,-,-,-1,-,-,-,-,54,-,-,-,-,-,-
Good Scimitar,Weaponsmithing,36,12,-,-,-,-,-,-,-,-,-,-,-,-,46,6,-,-,-,-,-
Grand Scimitar,Weaponsmithing,36,10,-,-,-,-,-,-,-,-,-,-,-,-,55,8,-,-,-,-,-
Great Scimitar,Weaponsmithing,36,11,-,-,-,-,-,-,-,-,-,-,-,-,50,7,-,-,-,-,-
Scimitar,Mythic Vendor,36,13,-,-,-,-,-,-,-,-,-,-,-,-,42,5,-,-,-,-,-
Dragon Scale Sword,-,41,8,-1,-,-,-,10,-,-,-,-,-,-,-2,78,10,-,-,-,-,-
Bramble,Weaponsmithing,41,10,-,-,-1500,-,-,-,-,-,-,-,-,-,55,-,-,-,-,-,-
Good Bramble,Weaponsmithing,41,10,-,-,-1300,-,-,-,-,-,-,-,-,-,60,-,-,-,-,-,-
Grand Bramble,Weaponsmithing,41,10,-,-,-900,-,-,-,-,-,-,-,-,-,70,-,-,-,-,-,-
Great Bramble,Weaponsmithing,41,9,-,-,-1100,-,-,-,-,-,-,-,-,-,65,-,-,-,-,-,-
Club,Mythic Vendor,41,10,-,-,-,-,-,-,-,-,-,-,-,-,80,-,-,-,-,-,-
Good Club,Weaponsmithing,41,10,-,-,-,-,-,-,-,-,-,-,-,-,88,-,-,-,-,-,-
Grand Club,Weaponsmithing,41,9,-,-,-,-,-,-,-,-,-,-,-,-,104,-,-,-,-,-,-
Great Club,Weaponsmithing,41,9,-,-,-,-,-,-,-,-,-,-,-,-,96,-,-,-,-,-,-
Good Longsword,Weaponsmithing,50,18,-,-,-2300,-,-,-,-,-,-,-,5,-,90,-,-,-,-,-,-
Grand Longsword,Weaponsmithing,50,18,-,-,-1500,-,-,-,-,-,-,-,7,-,108,-,-,-,-,-,-
Great Longsword,Weaponsmithing,50,17,-,-,-2000,-,-,-,-,-,-,-,6,-,99,-,-,-,-,-,-
Longsword,Loures 2F Weapons,50,18,-,-,-2500,-,-,-,-,-,-,-,5,-,82,-,-,-,-,-,-
Good Spiked Club,Weaponsmithing,50,11,-,-,-,-,-,-,-,-,-,-,-,-,81,6,-,-,-,-,-
Grand Spiked Club,Weaponsmithing,50,10,-,-,-,-,-,-,-,-,-,-,-,-,95,8,-,-,-,-,-
Great Spiked Club,Weaponsmithing,50,10,-,-,-,-,-,-,-,-,-,-,-,-,88,7,-,-,-,-,-
Spiked Club,Weaponsmithing,50,11,-,-,-,-,-,-,-,-,-,-,-,-,74,5,-,-,-,-,-
Spiked Flail,Weaponsmithing,60,13,-,-,-,-,-,-,-,-,-,-,-,-,98,7,-,-,-,-,-
Good Spiked Flail,Weaponsmithing,60,13,-,-,-,-,-,-,-,-,-,-,-,-,108,8,-,-,-,-,-
Grand Spiked Flail,Weaponsmithing,60,12,-,-,-,-,-,-,-,-,-,-,-,-,130,10,-,-,-,-,-
Great Spiked Flail,Weaponsmithing,60,12,-,-,-,-,-,-,-,-,-,-,-,-,118,9,-,-,-,-,-
Claidhmore,Loures 1F Weapons,71,40,5,-,-2000,-,-,-,-,-,-,-,5,-,144,-,-,-,-,-,-
Good Claidhmore,Weaponsmithing,71,39,5,-,-1600,-,-,-,-,-,-,-,6,-,156,-,-,-,-,-,-
Grand Claidhmore,Weaponsmithing,71,35,5,-,-800,-,-,-,-,-,-,-,8,-,180,-,-,-,-,-,-
Great Claidhmore,Weaponsmithing,71,37,5,-,-1200,-,-,-,-,-,-,-,7,-,168,-,-,-,-,-,-
Good Handaxe,Weaponsmithing,71,18,-,-,-,-,-,-,-,-,-,-,-,-,110,10,-,-,-,-,-
Grand Handaxe,Weaponsmithing,71,16,-,-,-,-,-,-,-,-,-,-,-,-,130,12,-,-,-,-,-
Great Handaxe,Weaponsmithing,71,17,-,-,-,-,-,-,-,-,-,-,-,-,120,11,-,-,-,-,-
Handaxe,Bosses and Weaponsmithing,71,18,-,-,-,-,-,-,-,-,-,-,-,-,100,9,-,-,-,-,-
Emerald Sword,Loures 1F Weapons,78,45,5,-,-2000,-,-,-,-,-,-,-,6,-,166,-,-,-,-,-,-
Good Emerald Sword,Weaponsmithing,78,43,5,-,-1600,-,-,-,-,-,-,-,7,-,180,-,-,-,-,-,-
Grand Emerald Sword,Weaponsmithing,78,40,5,-,-800,-,-,-,-,-,-,-,9,-,208,-,-,-,-,-,-
Great Emerald Sword,Weaponsmithing,78,42,5,-,-1200,-,-,-,-,-,-,-,8,-,194,-,-,-,-,-,-
Cutlass,Mythic Vendor,80,18,-,-,-,-,-,-,-,-,-,-,-,-,110,10,-,-,-,-,-
Good Cutlass,Weaponsmithing,80,18,-,-,-,-,-,-,-,-,-,-,-,-,122,11,-,-,-,-,-
Grand Cutlass,Weaponsmithing,80,17,-,-,-,-,-,-,-,-,-,-,-,-,148,13,-,-,-,-,-
Great Cutlass,Weaponsmithing,80,17,-,-,-,-,-,-,-,-,-,-,-,-,134,12,-,-,-,-,-
Gladius,Weaponsmithing,86,55,5,-,-2000,-,-,-,-,-,-,-,6,-,188,7,-,-,-,-,-
Good Gladius,Weaponsmithing,86,53,5,-,-1600,-,-,-,-,-,-,-,7,-,204,9,-,-,-,-,-
Grand Gladius,Weaponsmithing,86,48,5,-,-800,-,-,-,-,-,-,-,9,-,236,14,-,-,-,-,-
Great Gladius,Weaponsmithing,86,50,5,-,-1200,-,-,-,-,-,-,-,8,-,220,11,-,-,-,-,-
Good Talgonite Axe,Weaponsmithing,95,22,-,-,-,-,-,-,-,-,-,-,-,-,154,13,-,-,-,-,-
Grand Talgonite Axe,Weaponsmithing,95,20,-,-,-,-,-,-,-,-,-,-,-,-,182,15,-,-,-,-,-
Great Talgonite Axe,Weaponsmithing,95,20,-,-,-,-,-,-,-,-,-,-,-,-,168,14,-,-,-,-,-
Talgonite Axe,Weaponsmithing,95,22,-,-,-,-,-,-,-,-,-,-,-,-,140,12,-,-,-,-,-
Good Kindjal,Weaponsmithing,97,63,5,-,-700,-,-,-,-,-,-,-,8,-,275,12,-,-,-,-,-
Grand Kindjal,Weaponsmithing,97,56,5,-,-100,-,-,-,-,-,-,-,10,-,325,18,-,-,-,-,-
Great Kindjal,Weaponsmithing,97,60,5,-,-400,-,-,-,-,-,-,-,9,-,300,15,-,-,-,-,-
Kindjal,Weaponsmithing,97,65,5,-,-1000,-,-,-,-,-,-,-,8,-,250,10,-,-,-,-,-
Good Hy-Brasyl Battle Axe,Weaponsmithing,99,49,5,-,-,-,-,-,-,-,-,-,12,-,305,22,-,-,-,-,-
Grand Hy-Brasyl Battle Axe,Weaponsmithing,99,45,5,-,-,-,-,-,-,-,-,-,12,-,360,28,-,-,-,-,-
Great Hy-Brasyl Battle Axe,Weaponsmithing,99,48,5,-,-,-,-,-,-,-,-,-,12,-,330,24,-,-,-,-,-
Hy-Brasyl Battle Axe,Grand Mastering,99,50,5,-,-,-,-,-,-,-,-,-,12,-,280,20,-,-,-,-,-
Master Saber,Mastering,Master,7,-,2000,-,-,-,-,-,-,-,-,-,-,250,36,-,-,-,-,-
Beryl Saber,Weaponsmithing,Master,9,1,750,-,-,-,-,-,-,-,-,-,-,275,38,-,-,137,18,-
Good Beryl Saber,Weaponsmithing,Master,9,-,1000,-,-,-,-,-,-,-,-,-,-,300,40,-,-,150,20,-
Good Ruby Saber,Weaponsmithing,Master,9,2,-,-,-,-,-,-,-,-,-,-,-,325,42,-,-,-,-,-
Good Sapphire Saber,Weaponsmithing,Master,9,3,-,1000,-,-,-,-,-,-,-,-,5,275,36,225,29,225,29,-
Grand Beryl Saber,Weaponsmithing,Master,8,-1,1500,-,-,-,-,-,-,-,-,-,-,350,45,-,-,175,22,2
Grand Ruby Saber,Weaponsmithing,Master,7,1,-,-,-,-,-,-,-,-,-,-,-,375,50,-,-,-,-,2
Grand Sapphire Saber,Weaponsmithing,Master,8,2,-,600,-,-,-,-,-,-,-,-,7,325,41,275,32,275,32,2
Great Beryl Saber,Weaponsmithing,Master,9,-,1250,-,-,-,-,-,-,-,-,-,-,325,42,-,-,162,21,-
Great Ruby Saber,Weaponsmithing,Master,9,2,-,-,-,-,-,-,-,-,-,-,-,350,45,-,-,-,-,-
Great Sapphire Saber,Weaponsmithing,Master,9,3,-,1400,-,-,-,-,-,-,-,-,6,300,39,250,29,250,29,-
Ruby Saber,Weaponsmithing,Master,9,3,-,-,-,-,-,-,-,-,-,-,-,300,39,-,-,-,-,-
Sapphire Saber,Weaponsmithing,Master,9,3,-,600,-,-,-,-,-,-,-,-,4,250,34,200,27,200,27,-
Dawnreaver Battle Axe,-,Master,10,7,2500,-,-,-,3,-,-,-,-,16,-,700,53,-,-,-,-,4
Duskrender Battle Axe,-,Master,10,6,4000,-,-,-,5,-,-,-,-,16,-,750,57,-,-,-,-,4
Empowered Hy-Brasyl Escalon,Empowering Stone,Master,10,7,1200,-,-,-,-,-,-,-,-,14,-,500,43,-,-,-,-,2
Enchanted Hy-Brasyl Escalon,Empowering Stone,Master,10,8,500,500,-,-,-,-,-,-,-,14,4,500,37,200,18,200,18,2
Hy-Brasyl Escalon,Weaponsmithing,Master,10,8,1000,-,-,-,-,-,-,-,-,12,-,400,36,-,-,-,-,-
Forest Escalon,Weaponsmithing,Master,12,8,400,800,-,-,-,-,-,-,-,12,6,425,35,225,26,225,26,-
Good Forest Escalon,Weaponsmithing,Master,12,8,600,1000,-,-,-,-,-,-,-,13,7,475,37,250,28,250,28,-
Good Moon Escalon,Weaponsmithing,Master,12,6,1500,500,-,-,-,-,-,-,-,13,-,500,40,-,-,225,20,-
Good Shadow Escalon,Weaponsmithing,Master,12,8,1400,-,-,-,-,-,-,-,-,13,-,550,42,-,-,-,-,-
Grand Forest Escalon,Weaponsmithing,Master,12,8,1000,2000,-,-,-,-,-,-,-,15,9,575,42,300,33,300,33,2
Grand Moon Escalon,Weaponsmithing,Master,12,5,1500,500,-,-,-,-,-,-,-,15,-,600,44,-,-,275,22,2
Grand Shadow Escalon,Weaponsmithing,Master,11,8,2000,-,-,-,-,-,-,-,-,15,-,650,49,-,-,-,-,2
Great Forest Escalon,Weaponsmithing,Master,12,8,800,1500,-,-,-,-,-,-,-,14,8,525,39,275,30,275,30,-
Great Moon Escalon,Weaponsmithing,Master,12,6,1500,500,-,-,-,-,-,-,-,14,-,550,42,-,-,250,21,-
Great Shadow Escalon,Weaponsmithing,Master,12,8,1750,-,-,-,-,-,-,-,-,14,-,600,45,-,-,-,-,-
Moon Escalon,Weaponsmithing,Master,12,7,1100,400,-,-,-,-,-,-,-,12,-,450,38,-,-,200,19,-
Shadow Escalon,Weaponsmithing,Master,12,8,1000,-,-,-,-,-,-,-,-,12,-,500,39,-,-,-,-,-
