Name,LOC,LVL,WGT,AC,HP,MP,AS%,MR,STR,INT,WIS,CON,DEX,DMG,HIT,SKD,SKD%,SPD,SPD%,FHB,HB%,CDR%
Grand Bramble,-,41,10,-,-,-900,-,-,-,-,-,-,-,-,-,70,-,-,-,-,-,-
Great Bramble,-,41,9,-,-,-1100,-,-,-,-,-,-,-,-,-,65,-,-,-,-,-,-
Club,-,41,10,-,-,-,-,-,-,-,-,-,-,-,-,80,-,-,-,-,-,-
Good Club,-,41,10,-,-,-,-,-,-,-,-,-,-,-,-,88,-,-,-,-,-,-
Grand Club,-,41,9,-,-,-,-,-,-,-,-,-,-,-,-,104,-,-,-,-,-,-
Great Club,-,41,9,-,-,-,-,-,-,-,-,-,-,-,-,96,-,-,-,-,-,-
Good Longsword,-,50,18,-,-,-2300,-,-,-,-,-,-,-,5,-,90,-,-,-,-,-,-
Grand Longsword,-,50,18,-,-,-1500,-,-,-,-,-,-,-,7,-,108,-,-,-,-,-,-
Great Longsword,-,50,17,-,-,-2000,-,-,-,-,-,-,-,6,-,99,-,-,-,-,-,-
Longsword,-,50,18,-,-,-2500,-,-,-,-,-,-,-,5,-,82,-,-,-,-,-,-
Good Spiked Club,-,50,11,-,-,-,-,-,-,-,-,-,-,-,-,81,6,-,-,-,-,-
Grand Spiked Club,-,50,10,-,-,-,-,-,-,-,-,-,-,-,-,95,8,-,-,-,-,-
Great Spiked Club,-,50,10,-,-,-,-,-,-,-,-,-,-,-,-,88,7,-,-,-,-,-
Spiked Club,-,50,11,-,-,-,-,-,-,-,-,-,-,-,-,74,5,-,-,-,-,-
Chain Mace,-,60,13,-,-,-,-,-,-,-,-,-,-,-,-,98,7,-,-,-,-,-
Good Chain Mace,-,60,13,-,-,-,-,-,-,-,-,-,-,-,-,108,8,-,-,-,-,-
Grand Chain Mace,-,60,12,-,-,-,-,-,-,-,-,-,-,-,-,130,10,-,-,-,-,-
Great Chain Mace,-,60,12,-,-,-,-,-,-,-,-,-,-,-,-,118,9,-,-,-,-,-
Claidhmore,-,71,40,5,-,-2000,-,-,-,-,-,-,-,5,-,144,-,-,-,-,-,-
Good Claidhmore,-,71,39,5,-,-1600,-,-,-,-,-,-,-,6,-,156,-,-,-,-,-,-
Grand Claidhmore,-,71,35,5,-,-800,-,-,-,-,-,-,-,8,-,180,-,-,-,-,-,-
Great Claidhmore,-,71,37,5,-,-1200,-,-,-,-,-,-,-,7,-,168,-,-,-,-,-,-
Good Handaxe,-,71,18,-,-,-,-,-,-,-,-,-,-,-,-,110,10,-,-,-,-,-
Grand Handaxe,-,71,16,-,-,-,-,-,-,-,-,-,-,-,-,130,12,-,-,-,-,-
Great Handaxe,-,71,17,-,-,-,-,-,-,-,-,-,-,-,-,120,11,-,-,-,-,-
Handaxe,-,71,18,-,-,-,-,-,-,-,-,-,-,-,-,100,9,-,-,-,-,-
Emerald Sword,-,78,45,5,-,-2000,-,-,-,-,-,-,-,6,-,166,-,-,-,-,-,-
Good Emerald Sword,-,78,43,5,-,-1600,-,-,-,-,-,-,-,7,-,180,-,-,-,-,-,-
Grand Emerald Sword,-,78,40,5,-,-800,-,-,-,-,-,-,-,9,-,208,-,-,-,-,-,-
Great Emerald Sword,-,78,42,5,-,-1200,-,-,-,-,-,-,-,8,-,194,-,-,-,-,-,-
Cutlass,-,80,18,-,-,-,-,-,-,-,-,-,-,-,-,110,10,-,-,-,-,-
Good Cutlass,-,80,18,-,-,-,-,-,-,-,-,-,-,-,-,122,11,-,-,-,-,-
Grand Cutlass,-,80,17,-,-,-,-,-,-,-,-,-,-,-,-,148,13,-,-,-,-,-
Great Cutlass,-,80,17,-,-,-,-,-,-,-,-,-,-,-,-,134,12,-,-,-,-,-
Gladius,-,86,55,5,-,-2000,-,-,-,-,-,-,-,6,-,188,7,-,-,-,-,-
Good Gladius,-,86,53,5,-,-1600,-,-,-,-,-,-,-,7,-,204,9,-,-,-,-,-
Grand Gladius,-,86,48,5,-,-800,-,-,-,-,-,-,-,9,-,236,14,-,-,-,-,-
Great Gladius,-,86,50,5,-,-1200,-,-,-,-,-,-,-,8,-,220,11,-,-,-,-,-
Good Talgonite Axe,-,95,22,-,-,-,-,-,-,-,-,-,-,-,-,154,13,-,-,-,-,-
Grand Talgonite Axe,-,95,20,-,-,-,-,-,-,-,-,-,-,-,-,182,15,-,-,-,-,-
Great Talgonite Axe,-,95,20,-,-,-,-,-,-,-,-,-,-,-,-,168,14,-,-,-,-,-
Talgonite Axe,-,95,22,-,-,-,-,-,-,-,-,-,-,-,-,140,12,-,-,-,-,-
Good Kindjal,-,97,63,5,-,-700,-,-,-,-,-,-,-,8,-,275,12,-,-,-,-,-
Grand Kindjal,-,97,56,5,-,-100,-,-,-,-,-,-,-,10,-,325,18,-,-,-,-,-
Great Kindjal,-,97,60,5,-,-400,-,-,-,-,-,-,-,9,-,300,15,-,-,-,-,-
Kindjal,-,97,65,5,-,-1000,-,-,-,-,-,-,-,8,-,250,10,-,-,-,-,-
Good Hy-Brasyl Battle Axe,-,99,49,5,-,-,-,-,-,-,-,-,-,12,-,305,22,-,-,-,-,-
Grand Hy-Brasyl Battle Axe,-,99,45,5,-,-,-,-,-,-,-,-,-,12,-,360,28,-,-,-,-,-
Great Hy-Brasyl Battle Axe,-,99,48,5,-,-,-,-,-,-,-,-,-,12,-,330,24,-,-,-,-,-
Hy-Brasyl Battle Axe,-,99,50,5,-,-,-,-,-,-,-,-,-,12,-,280,20,-,-,-,-,-
Master Saber,-,Master,7,-,2000,-,-,-,-,-,-,-,-,-,-,250,36,-,-,-,-,-
Beryl Saber,-,Master,9,1,750,-,-,-,-,-,-,-,-,-,-,275,38,-,-,137,18,-
Good Beryl Saber,-,Master,9,-,1000,-,-,-,-,-,-,-,-,-,-,300,40,-,-,150,20,-
Good Ruby Saber,-,Master,9,2,-,-,-,-,-,-,-,-,-,-,-,325,42,-,-,-,-,-
Good Sapphire Saber,-,Master,9,3,-,1000,-,-,-,-,-,-,-,-,6,275,36,225,29,225,29,-
Grand Beryl Saber,-,Master,8,-1,1500,-,-,-,-,-,-,-,-,-,-,350,45,-,-,175,22,2
Grand Ruby Saber,-,Master,7,1,-,-,-,-,-,-,-,-,-,-,-,375,50,-,-,-,-,2
Grand Sapphire Saber,-,Master,8,2,-,600,-,-,-,-,-,-,-,-,7,325,41,275,32,275,32,2
Great Beryl Saber,-,Master,9,-,1250,-,-,-,-,-,-,-,-,-,-,325,42,-,-,162,21,-
Great Ruby Saber,-,Master,9,2,-,-,-,-,-,-,-,-,-,-,-,350,45,-,-,-,-,-
Great Sapphire Saber,-,Master,9,3,-,1400,-,-,-,-,-,-,-,-,6,300,39,250,29,250,29,-
Ruby Saber,-,Master,9,3,-,-,-,-,-,-,-,-,-,-,-,300,39,-,-,-,-,-
Sapphire Saber,-,Master,9,3,-,600,-,-,-,-,-,-,-,-,5,250,34,200,27,200,27,-
Dawnreaver Battle Axe,-,Master,10,7,2500,-,-,-,3,-,-,-,-,16,-,700,53,-,-,-,-,4
Duskrender Battle Axe,-,Master,10,6,4000,-,-,-,5,-,-,-,-,16,-,750,57,-,-,-,-,4
Empowered Hy-Brasyl Escalon,-,Master,10,7,1200,-,-,-,-,-,-,-,-,14,-,500,43,-,-,-,-,2
Enchanted Hy-Brasyl Escalon,-,Master,10,8,500,500,-,-,-,-,-,-,-,14,7,500,37,200,18,200,18,2
Hy-Brasyl Escalon,-,Master,10,8,1000,-,-,-,-,-,-,-,-,12,-,400,36,-,-,-,-,-
Forest Escalon,-,Master,12,8,400,800,-,-,-,-,-,-,-,12,6,425,35,225,26,225,26,-
Good Forest Escalon,-,Master,12,8,600,1000,-,-,-,-,-,-,-,13,7,475,37,250,28,250,28,-
Good Moon Escalon,-,Master,12,6,1500,500,-,-,-,-,-,-,-,13,-,500,40,-,-,225,20,-
Good Shadow Escalon,-,Master,12,8,1400,-,-,-,-,-,-,-,-,13,-,550,42,-,-,-,-,-
Grand Forest Escalon,-,Master,12,8,1000,2000,-,-,-,-,-,-,-,15,6,575,42,300,33,300,33,2
Grand Moon Escalon,-,Master,12,5,1500,500,-,-,-,-,-,-,-,15,-,600,44,-,-,275,22,2
Grand Shadow Escalon,-,Master,11,8,2000,-,-,-,-,-,-,-,-,15,-,650,49,-,-,-,-,2
Great Forest Escalon,-,Master,12,8,800,1500,-,-,-,-,-,-,-,14,8,525,39,275,30,275,30,-
Great Moon Escalon,-,Master,12,6,1500,500,-,-,-,-,-,-,-,14,-,550,42,-,-,250,21,-
Great Shadow Escalon,-,Master,12,8,1750,-,-,-,-,-,-,-,-,14,-,600,45,-,-,-,-,-
Moon Escalon,-,Master,12,7,1100,400,-,-,-,-,-,-,-,12,-,450,38,-,-,200,19,-
Shadow Escalon,-,Master,12,8,1000,-,-,-,-,-,-,-,-,12,-,500,39,-,-,-,-,-
